User ID,Tasks,Task ID,Business Value,Urgency,Stakeholder Priority,Complexity,Effort Estimation,Rank,Priority Score
US0111,Perform author authority control,US0111T13,5,3,5,4,4,11,6.4
US0111,Move items between collections,US0111T14,4,3,5,3,3,18,5.6
US0111,Display dashboard widget for recent submission,US0111T15,4,3,4,3,3,21,5.3
US0111,Propagate metadata changes to EZID,US0111T16,5,4,5,3,4,7,6.6
US0111,Canonically identify authors and creators by unique ID,US0111T17,5,3,5,3,3,13,6.1
US0111,See referers for resolver-abstracted links,US0111T18,3,3,4,3,2,24,4.7
US0111,Create user groups for permissions management,US0111T19,5,4,5,3,3,10,6.5
US0111,Restrict access to collection/items to Duke IP addresses,US0111T20,5,5,5,4,3,4,7.1
US0111,Allow users to contact curator for restricted access,US0111T21,4,3,4,3,2,23,5.2
US0111,Change permissions on multiple items simultaneously,US0111T22,5,4,5,3,4,8,6.6
US0111,Require authentication for object access (except whitelisted IPs),US0111T23,5,5,5,4,3,5,7.1
US0111,View permissions on all objects together,US0111T24,4,4,5,3,3,14,6
US0112,Track financial responsibility for each item,US0112T1,5,5,5,4,4,1,7.2
US0112,Run periodic report on storage consumed by financial contact,US0112T2,5,4,5,3,4,5,6.6
US0112,Specify remote replication policy for each collection,US0112T3,5,4,5,4,4,4,6.8
US0112,"Elect to replicate remotely or not, and replicate beyond primary site",US0112T4,5,5,5,4,4,2,7.2
US0112,"View authenticated, active users and anonymous users",US0112T5,4,3,5,2,3,8,5.4
US0112,Schedule message to users for notification of upcoming downtime,US0112T6,4,3,4,3,3,9,5.3
US0112,Display recent errors for easy comprehension,US0112T7,5,4,5,3,3,6,6.5
US0112,View dashboard statistics about collections and storage,US0112T8,5,5,5,3,4,3,7
US0112,View available versions of an object and restore a version,US0112T9,5,4,5,3,3,7,6.5
US0113,Add a date delimiter to a search string,US0113T1,5,5,5,4,3,1,7.1
US0113,Go to repository dashboard to manage members,US0113T2,5,4,5,3,4,3,6.6
US0113,Grant submit permissions by pasting in NetID list,US0113T3,5,5,5,3,3,2,6.9
US0113,See confirmation that DDR recognizes NetIDs,US0113T4,4,4,4,2,3,4,5.5
US0114,Determine if we can use the in-built Fedora 4 event audit services,US0114T1,5,4,4,3,4,2,6.3
US0114,Upgrade to Fedora 4 and migrate our applications and data,US0114T2,5,5,5,5,5,1,7.5
US0115,Create an event when a publication is published.,US0115T1,5,4,5,3,3,1,6.5
US0115,Create an event when a publication is unpublished.,US0115T2,5,4,5,3,3,2,6.5
US0115,Record the user who published or unpublished the publication.,US0115T3,5,4,5,2,2,3,6.2
US0115,Add a comment field to capture the reason for publication change (published/unpublished).,US0115T4,5,3,4,2,2,5,5.5
US0115,"Store the event details (user, comment, timestamp) in a log or database",US0115T5,5,3,4,3,3,4,5.8
US0115,Provide an interface to view the event logs (for auditing purposes).,US0115T6,4,3,4,3,3,6,5.3
US0116,"Symplectic Elements bidirectionally communicate and integrate with DDR, which provides a Fedora Connector.",US0116T1,5,5,5,4,4,1,7.2
US0116,"Users presented with a license or selection of licenses specific to the collection, and deposit denied if not accepted.",US0116T2,5,5,5,3,4,4,7
US0116,License recorded in metadata and displayed alongside the item.,US0116T3,5,4,5,3,3,5,6.5
US0116,Expose repository contents via OAI-PMH (Auditing & Reporting).,US0116T4,5,4,4,3,3,7,6.2
US0116,Provide continued access to the repository in the event of server failure.,US0116T5,5,5,4,5,4,3,7.1
US0116,Provide the server SLA to data contributors.,US0116T6,5,4,4,3,2,8,6.1
US0116,Update the repository index without disrupting access to the public interface.,US0116T7,5,4,4,4,3,6,6.4
US0116,Provide a Linked Data interface to the repository.,US0116T8,4,3,4,3,4,9,5.4
US0116,Symplectic Elements bidirectionally communicate with the repository.,US0116T9,5,5,5,4,4,2,7.2
US0117,Batch ingest ETDs received from ProQuest.,US0117T1,5,5,5,4,4,1,7.2
US0117,"Batch ingest tool to recognize and set embargoes, permissions for embargoed items should allow metadata access and downloads.",US0117T2,5,5,5,4,3,2,7.1
US0117,Repository to lift embargoes on the release date and set access controls.,US0117T3,5,5,4,4,4,4,6.9
US0117,Display embargo status and release date clearly for visitors.,US0117T4,4,3,4,3,3,9,5.3
US0117,"Method to add/remove multiple people to deposit groups, set deposit window closing date, and assign permissions.",US0117T5,5,5,5,4,3,3,7.1
US0117,Edit the length of embargoes.,US0117T6,4,3,4,3,3,10,5.3
US0117,Expose the descriptive record for each ETD item for re-use external to Fedora.,US0117T7,4,4,4,4,3,7,5.9
US0117,Grant embargo privileges to other repository administrators.,US0117T8,5,4,4,3,3,5,6.2
US0117,Method to add and remove individual people from deposit groups.,US0117T9,4,4,4,3,3,8,5.7
US0117,View and download summary embargo metadata for all ETDs in the repository.,US0117T10,4,4,5,3,3,6,6
US0118,See the embargo status and release date clearly displayed and perhaps highlighted.,US0118T1,4,3,4,3,3,1,5.3
US0119,Refer to the Disaster Recovery Plan in grant proposals and Data Management Plans.,US0119T1,4,3,4,2,2,1,5
US0120,"Get feedback post-ingest alerting me if files I submitted do not conform to their format specifications, if they are not valid, or if they are not wellformed.",US0120T1,5,5,4,3,3,1,6.6
US0120,See what kinds of things the repository accepts and what formats are accepted and recommended.,US0120T2,4,3,4,2,2,3,5
US0120,"Easily find information about which data can be assigned a DOI, how to get one, and what metadata are required.",US0120T3,5,4,5,3,2,2,6.4
US0121,Access documentation describing the folder ingest process.,US0121T1,4,4,4,2,3,2,5.5
US0121,"Provide my data and metadata in a simple, documented format to the repository staff for ingest.",US0121T2,5,5,4,3,3,1,6.6
US0122,Enter and exit the superuser scope.,US0122T1,5,5,5,3,2,1,6.8
US0123,Prevent submitters from modifying existing items in the collection.,US0123T1,5,4,5,3,3,1,6.5
US0124," describe their team and individual objects in the repository after deposit, if permitted to edit metadata.",USA124T1,4,3,5,3,3,1,5.6
US0125,Include dataset type code in the app artifact and create a dataset when deploying.,US0125T1,5,4,5,3,3,9,6.5
US0125,Deploy new version of dataset type with app and ensure all instances use new code.,US0125T2,5,4,5,4,4,4,6.8
US0125,Deploy new version without affecting other datasets of the same type.,US0125T3,4,4,5,3,4,11,6.1
US0125,Explore a dataset instance deployed as part of an app.,US0125T4,3,3,4,2,3,17,4.6
US0125,Ensure no dataset types are created when deploying an artifact without an app.,US0125T5,4,4,5,3,2,12,5.9
US0125,Share dataset type across multiple apps including its code in their artifacts.,US0125T6,5,4,5,3,4,6,6.6
US0125,"Ensure new app version with shared dataset type affects only new instances, not others.",US0125T7,5,4,5,3,4,7,6.6
US0125,"Ensure new app version uses dataset type code included, even if it's an older version from another app.",US0125T8,5,4,5,4,3,5,6.7
US0125,Prevent app deployment if dataset versions conflict when sharing dataset instance across apps.,US0125T9,5,5,5,4,4,2,7.2
US0125,Share previously deployed dataset type as part of an app.,US0125T10,4,3,4,3,3,15,5.3
US0125,Depend on dataset type interface and inject implementation at runtime.,US0125T11,4,3,5,4,3,13,5.8
US0125,Write unit tests for app depending on dataset type interface.,US0125T12,4,3,5,3,2,14,5.5
US0125,Create dataset instance with specific version of dataset type,US0125T13,5,3,5,4,4,10,6.4
US0125,Ensure all Hydrator pipeline datasets are accessible to the app.,US0125T14,5,4,5,3,4,8,6.6
US0125,"Perform custom administrative operations on dataset instances from app, CLI, REST, or UI.",US0125T15,4,3,4,3,3,16,5.3
US0125,Ensure app creation fails if any dataset cannot be created,US0125T16,5,5,5,4,5,1,7.3
US0125,Ensure redeployment fails if any dataset cannot be reconfigured.,US0125T17,5,5,5,4,4,3,7.2
US0125,Tolerate existing datasets with compatible but different properties when creating a new dataset.,US0125T18,3,3,4,2,3,18,4.6
US0126,Deploy dataset type independent of app,US0126T1,5,4,4,3,4,5,6.3
US0126,Force dataset code injection at runtime,US0126T2,4,3,4,3,3,10,5.3
US0126,Have archetype for packaging dataset type,US0126T3,4,3,3,2,2,12,4.7
US0126,Separate interface from implementation,US0126T4,4,4,4,3,3,8,5.7
US0126,Assign explicit versions to dataset code,US0126T5,5,3,4,3,3,7,5.8
US0126,Deploy new version without affecting instances,US0126T6,5,4,5,4,4,1,6.8
US0126,Explore dataset instance created independently,US0126T7,4,2,3,2,3,13,4.4
US0126,Delete outdated versions if no active instances,US0126T8,3,3,2,2,3,14,4
US0126,List all dataset instances of a type/version,US0126T9,4,3,4,3,2,11,5.2
US0126,Implement upgrade steps for dataset instances,US0126T10,5,4,5,3,3,4,6.5
US0126,Reject incompatible upgrade of dataset instance,US0126T11,4,4,5,3,3,6,6
US0126,Implement migration after upgrade,US0126T12,4,3,4,3,4,9,5.4
US0126,Take dataset offline for maintenance,US0126T13,4,5,5,4,4,2,6.7
US0126,Implement custom administrative operations,US0126T14,5,4,5,3,4,3,6.6
US0127,Create a pipeline that reads/writes an existing dataset instance,US0127T1,5,4,5,3,3,3,6.5
US0127,Create a pipeline that reads/writes a new dataset instance as part of pipeline creation,US0127T2,5,4,5,4,4,1,6.8
US0127,Specify explicit version for dataset types and fail on incompatible upgrade,US0127T3,4,5,5,4,4,2,6.7
US0127,Explore datasets created by the pipeline,US0127T4,4,3,4,3,3,5,5.3
US0127,Ensure all dataset instances created by apps are available as pipeline sources/sinks,US0127T5,5,4,5,3,3,4,6.5
US0128,"Include dataset type code in the plugin artifact to create, explore, and make datasets available to apps",US0128T1,5,4,5,4,4,2,6.8
US0128,Use a custom dataset type deployed independently or as part of an app in the plugin,US0128T2,4,3,4,3,3,3,5.3
US0128,Upgrade dataset type code and update the pipeline when deploying a new plugin version,US0128T3,5,5,5,4,4,1,7.2
US0129,Upgrade a dataset instance to a newer version of the code after the pipeline was created,US0129T1,5,4,5,4,4,1,6.8
US0130,"Find out supported properties, allowed values, and defaults for dataset types",US0130T1,4,4,4,3,3,12,5.7
US0130,Specify the schema of a dataset in a uniform way across all types,US0130T2,5,4,5,4,3,6,6.7
US0130,Specify schema as a JSON string,US0130T3,5,3,4,3,2,13,5.7
US0130,Specify schema as a SQL schema string,US0130T4,5,3,4,3,2,14,5.7
US0130,Configure time-to-live in a uniform way across all dataset types,US0130T5,4,4,4,3,3,15,5.7
US0130,View the properties used to configure a dataset instance,US0130T6,4,4,5,2,3,11,5.8
US0130,Find out which properties of a dataset can be updated,US0130T7,4,4,4,3,3,16,5.7
US0130,"Update the properties of a dataset instance, fail on incompatibility, and show an error",US0130T8,4,5,5,4,4,5,6.7
US0130,Update a single property of a dataset instance without knowing all others,US0130T9,4,4,4,3,3,17,5.7
US0130,Remove a single property of a dataset instance without knowing all others,US0130T10,4,4,4,3,3,18,5.7
US0130,Trigger a migration process if updating dataset properties requires it,US0130T11,4,4,4,4,4,7,6
US0130,Ensure failed reconfiguration leaves the dataset unchanged (atomic action),US0130T12,5,5,5,5,4,1,7.4
US0130,"Specify dataset configuration for ""explorable""",US0130T13,4,3,4,3,3,19,5.3
US0130,Specify explore schema separately,US0130T14,4,3,4,3,3,20,5.3
US0130,Ensure dataset creation fails if not enabled for explore,US0130T15,4,4,4,4,4,8,6
US0130,Ensure dataset reconfiguration fails if explore table update fails,US0130T16,5,5,5,5,4,2,7.4
US0130,Ensure dataset operation fails if explore-related changes fail,US0130T17,5,5,5,5,4,3,7.4
US0130,Prevent silent loss of data when updating explore,US0130T18,5,5,5,5,4,4,7.4
US0130,Enable explore for a dataset not initially configured for explore,US0130T19,4,4,4,4,4,9,6
US0130,Disable explore for a dataset initially configure,US0130T20,4,4,4,4,4,10,6
US0131,Get a meaningful error message when pipeline creation fails due to dataset incompatibility with schema or other properties,US0131T1,5,5,5,4,4,1,7.2
US0132,Run a script that installs the Neurohub node onto a virgin Ubuntu operating system,US0132T1,5,5,5,3,3,2,6.9
US0132,Run a script that tests to see if a Neurohub installation is functioning correctly,US0132T2,5,4,5,3,3,3,6.5
US0132,Have a managed backup protocol for the system,US0132T3,5,5,5,4,4,1,7.2
US0132,Migrate data from an older version of NeuroHub to the current version,US0132T4,4,4,4,5,5,4,6.3
US0133,Call a script to execute acceptance tests against a Neurohub installation and report back the results,US0133T1,5,5,5,3,3,2,6.9
US0133,"Configure nightly builds that install Neurohub on a virgin OS, execute tests, and report results without manual input",US0133T2,5,5,5,4,4,1,7.2
US0134,View acceptance test results to understand how feature-complete the Neurohub node currently is,US0134T1,4,4,4,3,2,1,5.6
US0135,Digitally record subject responses from paper-based forms,US0135T1,3,4,4,3,3,1,5.2
US0136,Theme the web interface graphics/colours,US0136T1,2,3,4,2,2,4,4
US0136,Provide increased access to the system to support regular users,US0136T2,4,5,5,3,3,2,6.4
US0136,Create page templates with bespoke metadata fields,US0136T3,3,4,4,3,3,3,5.2
US0136,Manage worm strain stocks integrated with Wormbase,US0136T4,5,4,5,4,4,1,6.8
US0137,View what my researchers were doing on a given date or period of time,US0137T1,4,4,5,3,3,1,6
US0137,Create feedback forms within Neurohub for students to provide feedback about the course attended,US0137T2,3,3,4,2,2,2,4.5
US0138,View events and equipment bookings within the group,US0138T1,4,3,4,2,2,1,5
US0139,Harvest knowledge from within the group to learn from more experienced researchers,US0139T1,5,4,5,3,3,1,6.5
US0140,Navigate forwards and backwards between log books and pages without browser's back button,US0140T1,4,3,4,2,2,30,5
US0140,Upload large files over 1GB in size,US0140T2,5,5,5,4,4,1,7.2
US0140,Assign tags to uploaded files,US0140T3,3,3,4,2,2,34,4.5
US0140,Assign bespoke information to a file depending on its type,US0140T4,4,4,4,3,3,10,5.7
US0140,Filter files from search results based on type,US0140T5,3,3,3,2,2,41,4.2
US0140,Use controlled vocabulary for tags,US0140T6,4,4,4,3,3,11,5.7
US0140,Make uploaded data files non-modifiable,US0140T7,5,5,5,3,3,2,6.9
US0140,Make predicated links between files,US0140T8,3,4,4,2,3,32,5
US0140,Restrict what can be entered into a metadata field,US0140T9,3,3,3,3,2,37,4.4
US0140,Restore files that might be accidentally deleted,US0140T10,5,5,5,2,3,5,6.7
US0140,Revert to an older version of an uploaded file,US0140T11,4,4,4,3,3,12,5.7
US0140,View uploaded files visually over time,US0140T12,3,3,3,3,3,35,4.5
US0140,Associate files involved in an experiment,US0140T13,4,4,4,2,3,19,5.5
US0140,Enter metadata/describe an experiment protocol before a file is created,US0140T14,4,4,4,3,3,13,5.7
US0140,Link experimental runs to build an experiment,US0140T15,5,5,5,3,3,3,6.9
US0140,Capture the same metadata for each file in an experimental run,US0140T16,4,3,4,2,3,27,5.1
US0140,Search and download human-readable experimental protocols,US0140T17,4,3,4,3,3,25,5.3
US0140,"Modify or branch an experimental protocol, retaining the original",US0140T18,4,3,4,2,3,28,5.1
US0140,View how an experimental protocol evolved over time,US0140T19,4,3,4,3,3,26,5.3
US0140,Create protocol and assign metadata to any stag,US0140T20,3,3,3,2,3,39,4.3
US0140,Prove definitively creation date of a page,US0140T21,3,3,3,3,2,38,4.4
US0140,Manage references/papers investigated,US0140T22,4,3,4,2,3,29,5.1
US0140,"Search specifically for files, not logbook pages",US0140T23,3,3,3,2,2,42,4.2
US0140,Limit search to specific log books,US0140T24,3,3,3,2,2,43,4.2
US0140,Limit search results to log book sections,US0140T25,3,3,3,2,2,44,4.2
US0140,Download files directly from the search results page,US0140T26,4,4,4,3,3,14,5.7
US0140,See provenance of a page in search results,US0140T27,4,3,4,2,2,31,5
US0140,Attach multiple files at once to a log book page,US0140T28,4,4,4,2,2,23,5.4
US0140,Download multiple files from search results in one go,US0140T29,4,4,4,3,2,18,5.6
US0140,Draw tables using HTML tags in log book pages,US0140T30,3,3,3,4,2,33,4.6
US0140,Store worm behavior videos with an encoding that is analyzable by the analysis software,US0140T31,4,4,5,2,4,9,5.9
US0140,Forward important news items to an external mailing list,US0140T32,3,3,3,2,2,45,4.2
US0140,View and update equipment and consumables inventory,US0140T33,4,4,4,2,3,20,5.5
US0140,Host a collaborative spreadsheet for proposals,US0140T34,4,4,4,2,3,21,5.5
US0140,Push content to Twitter simultaneously with posting on Neurohub,US0140T35,3,3,3,3,3,36,4.5
US0140,Keep logbook entries private or share with specific individuals,US0140T36,5,5,5,3,3,4,6.9
US0140,Record workflow execution details in a log book,US0140T37,4,4,4,2,2,24,5.4
US0140,Show Twitter tweets in Neurohub for others to see,US0140T38,3,3,3,2,3,40,4.3
US0140,View shared calendars via Neurohub and mobile,US0140T39,4,4,4,2,3,22,5.5
US0140,Sync events with a web-based calendar like Google Calendar,US0140T40,4,4,4,3,3,15,5.7
US0140,Move multiple files and rearrange them in Neurohub file browser,US0140T41,4,4,4,3,3,16,5.7
US0140,Electronically share papers and notes with other researchers,US0140T42,4,4,4,3,3,17,5.7
US0140,Ensure existing metadata is not lost when moving a file,US0140T43,5,5,5,2,3,6,6.7
US0140,Keep data private and only share data when deemed appropriate,US0140T44,5,5,5,2,3,7,6.7
US0140,Change sharing and ownership of multiple files,US0140T45,5,5,5,2,3,8,6.7
US0141,Create a log book page for an experiment and attach a file,US0141T1,5,4,5,3,3,18,6.5
US0141,Create a log book page for an experiment and attach a directory with multiple files,US0141T2,5,4,5,4,3,16,6.7
US0141,Upload files prior to attaching them to a log book page,US0141T3,4,3,4,2,2,36,5
US0141,Upload files prior to attaching them to a log book page using the web interface,US0141T4,4,3,4,2,2,37,5
US0141,Upload files prior to attaching them to a log book page using a mapped network drive,US0141T5,4,3,4,2,2,38,5
US0141,Attach currently non-attached files to a log book page,US0141T6,5,4,5,3,3,19,6.5
US0141,Receive an alert of unattached files in my workspace,US0141T7,4,4,4,2,2,27,5.4
US0141,Download files attached to an experiment using a web browser,US0141T8,4,3,4,2,2,39,5
US0141,Access files stored in the Neurohub workspace using a network drive,US0141T9,5,3,5,3,3,20,6.1
US0141,Create a log book page,US0141T10,5,5,5,2,2,17,6.6
US0141,Insert Greek symbols into logbook entries,US0141T11,3,3,3,2,2,40,4.2
US0141,Point Mendeley client to a group-wide shared repository and receive notifications,US0141T12,4,3,4,3,3,28,5.3
US0141,Keep track of data sets used/output/modified as part of an experiment,US0141T13,5,5,5,4,4,1,7.2
US0141,Support long-term curation of data to avoid data loss,US0141T14,5,5,5,3,3,3,6.9
US0141,Timeline display of data files and associated images for comparison,US0141T15,4,3,4,3,3,29,5.3
US0141,Remote access to data for off-site work,US0141T16,5,5,5,3,4,2,7
US0141,Share post-experiment write-ups with other researchers,US0141T17,4,3,4,3,3,30,5.3
US0141,Collect data as a library to be used by multiple experiments,US0141T18,5,4,5,4,4,11,6.8
US0141,Indicate good/bad data and hide bad data while keeping it in the system,US0141T19,4,3,4,2,3,35,5.1
US0141,Provide standard metadata for better data understanding,US0141T20,5,5,5,3,3,4,6.9
US0141,Annotate physiology images with standard metadata for later search and understanding,US0141T21,4,4,4,3,3,21,5.7
US0141,Attach standard metadata for behavioural observations (and video),US0141T22,4,4,4,3,3,22,5.7
US0141,Attach standard metadata for drug responses,US0141T23,4,4,4,3,3,23,5.7
US0141,Search for images of cells using standard metadata,US0141T24,4,4,4,3,3,24,5.7
US0141,Automatically insert some metadata when new data is added,US0141T25,4,3,4,3,3,31,5.3
US0141,Attach detailed metadata to data and entries,US0141T26,5,5,5,3,3,5,6.9
US0141,Select a pre-populated template with commonly entered metadata for new data,US0141T27,4,4,4,3,2,26,5.6
US0141,"Form links between objects (e.g., File A is an analysis of File B)",US0141T28,5,4,5,4,4,12,6.8
US0141,"Locate experiment files using metadata, regardless of location",US0141T29,5,5,5,3,3,6,6.9
US0141,Protect data written to the VRE from modification or deletion,US0141T30,5,5,5,3,3,7,6.9
US0141,Store all experiment inputs for provenance verification,US0141T31,5,5,5,3,3,8,6.9
US0141,Search for files by type and format,US0141T32,4,3,4,3,3,32,5.3
US0141,Bulk upload directories and files with minimal effort,US0141T33,5,4,5,4,4,13,6.8
US0141,Associate metadata to the group as a whole after bulk upload,US0141T34,4,4,4,3,3,25,5.7
US0141,Restrict data sharing to specific researchers or groups,US0141T35,5,5,5,2,3,15,6.7
US0141,Locate and access data shared by colleagues,US0141T36,4,3,4,3,3,33,5.3
US0141,Interact with a revision control system to track changes to files,US0141T37,5,4,5,4,4,14,6.8
US0141,Secure remote access to Neurohub node when working away from the lab,US0141T38,5,5,5,3,3,9,6.9
US0141,Group-level repository for sharing papers/reviews/comments,US0141T39,4,3,4,3,3,34,5.3
US0141,"Record workflow plan, execution history, and results in Neurohub",US0141T40,5,5,5,3,3,10,6.9
US0142,Have a videophone,US0142T1,4,3,4,2,2,18,5
US0142,Have a simple ALFRED unit expandable in functions,US0142T2,5,5,5,3,4,2,7
US0142,Use video calls in case of emergency,US0142T3,5,5,5,2,2,5,6.6
US0142,Be able to see if the patient has taken her medicine,US0142T4,5,5,5,3,3,3,6.9
US0142,Ensure the user can decide who has access to her data,US0142T5,5,5,5,3,3,4,6.9
US0142,ALFRED determines the user's blood pressure,US0142T6,5,4,5,3,4,7,6.6
US0142,ALFRED determines the user's body temperature,US0142T7,5,4,5,3,4,8,6.6
US0142,ALFRED determines the user's heart rate,US0142T8,5,4,5,3,4,9,6.6
US0142,ALFRED determines the user's breathing frequency,US0142T9,5,4,5,3,4,10,6.6
US0142,Have feedback on the activity level of the user,US0142T10,4,3,4,3,3,16,5.3
US0142,Locate the ALFRED user,US0142T11,5,5,5,2,2,6,6.6
US0142,ALFRED reminds people to exercise regularly,US0142T12,4,3,4,3,3,17,5.3
US0142,ALFRED offers training for specific muscle groups,US0142T13,4,4,4,3,3,14,5.7
US0142,"ALFRED proposes games combining mental and physical exercises (e.g., opposing motion exercises of arms and legs)",US0142T14,4,4,4,4,3,12,5.9
US0142,Control if the user does the exercise correctly,US0142T15,4,4,4,4,3,13,5.9
US0142,Have a regular summary of how much exercise the user performs,US0142T16,4,4,4,3,3,15,5.7
US0142,ALFRED proposes training that promotes complex thinking,US0142T17,4,4,4,4,4,11,6
US0142,"Provide corrective feedback if exercises are performed incorrectly, excessively, or harmfully",US0142T18,5,5,5,4,4,1,7.2
US0143,ALFRED reminds the SocialCaregiver of items to bring for the person they care fo,US014371,4,4,4,2,2,3,5.4
US0143,ALFRED recognizes pain and/or stress using skin conduction sensors,US014372,5,5,5,4,4,1,7.2
US0143,A step counter included in ALFRED,US014373,4,4,4,2,3,2,5.5
US0144,ALFRED reminds the SocialCaregiver of items to bring for the person they care for,US0144T1,4,4,4,2,2,4,5.4
US0144,ALFRED recognizes pain and/or stress using skin conduction sensors,US0144T2,5,5,5,4,4,1,7.2
US0144,A step counter included in ALFRED,US0144T3,4,4,4,2,3,3,5.5
US0144,"A game for the carer and user to play together, enabling health monitoring and fun time",US0144T4,5,4,5,3,4,2,6.6
US0145,Present my app to as many people as possible,US0145T1,5,4,5,3,3,8,6.5
US0145,Simplify and clarify accounting,US0145T2,4,3,4,3,2,14,5.2
US0145,Easily create and maintain apps within the marketplace,US0145T3,5,5,5,3,4,5,7
US0145,Enable customers to provide feedback and easily monitor it,US0145T4,4,4,5,3,3,10,6
US0145,Manage pricing modality of apps,US0145T5,4,3,4,3,2,15,5.2
US0145,Have a well-defined and well-documented API,US0145T6,5,5,5,3,3,6,6.9
US0145,Obtain app development support,US0145T7,4,4,5,3,3,11,6
US0145,Know the marketplace providers fees,US0145T8,4,4,4,2,2,13,5.4
US0145,Be notified as soon as app state changes,US0145T9,4,5,5,3,3,9,6.4
US0145,Get detailed crash information for my app,US0145T10,5,5,5,4,4,1,7.2
US0145,Present my app in several ways,US0145T11,4,3,4,2,2,16,5
US0145,Design my app independently with defined rules,US0145T12,4,3,4,2,2,17,5
US0145,Define user-asked questions easily,US0145T13,3,3,3,2,3,18,4.3
US0145,Grant my app access to operating system features,US0145T14,5,5,5,4,4,2,7.2
US0145,Work with high-level API components,US0145T15,5,5,5,4,4,3,7.2
US0145,Read data from user-worn health sensors easily,US0145T16,5,5,5,4,4,4,7.2
US0145,Provide an easy way to manage user settings,US0145T17,4,4,4,3,3,12,5.7
US0145,Use the ALFRED API to reduce workload,US0145T18,5,5,5,2,3,7,6.7
US0146,Take control over some functions to provide the desired user experience,US0146T1,5,5,5,4,3,1,7.1
US0147,Know exactly what ALFRED does with personal data and share only with specific permission,US0147T1,5,5,5,4,4,1,7.2
US0147,Use speech technology for interaction,US0147T2,5,5,5,4,3,6,7.1
US0147,Use only well-visible buttons,US0147T3,4,5,4,3,2,17,6
US0147,Always keep control on ALFREDs activities,US0147T4,5,4,5,4,3,9,6.7
US0147,Receive preinstalled ALFRED setup,US0147T5,4,4,4,3,3,20,5.7
US0147,Use ALFRED on wearable devices (bracelet or necklace),US0147T6,5,4,5,3,3,12,6.5
US0147,Customize preferences and privacy settings,US0147T7,5,5,5,4,4,2,7.2
US0147,"Receive reminders for medicine, appointments, or things to bring when leaving",US0147T8,5,5,5,3,3,7,6.9
US0147,"Control smart devices (e.g., lights, heating, TV, door)",US0147T9,4,4,4,4,3,18,5.9
US0147,"Contact caregivers, family, or emergency services with one button",US0147T10,5,5,5,3,2,8,6.8
US0147,"Use ALFRED for navigation, touristic walks, or public transport assistance",US0147T11,5,4,4,4,3,13,6.4
US0147,"Provide health tips, exercise motivation, and specific training",US0147T12,5,5,5,4,4,3,7.2
US0147,Detect falls and contact emergency services,US0147T13,5,5,5,4,4,4,7.2
US0147,"Receive visual support (e.g., maps, agenda)",US0147T14,4,4,4,3,3,21,5.7
US0147,Video communication with family and friends,US0147T15,5,4,4,4,3,14,6.4
US0147,Use ALFRED for social group management,US0147T16,4,3,4,3,2,24,5.2
US0147,Use ALFRED for grocery shopping,US0147T17,5,4,4,4,3,15,6.4
US0147,Receive personalized social activity invitations,US0147T18,4,4,4,4,3,19,5.9
US0147,Receive tips on body posture and reducing impairments without medication,US0147T19,5,5,5,4,4,5,7.2
US0147,Organize meetings or group events,US0147T20,4,4,4,3,3,22,5.7
US0147,Play games for mental and physical exercise,US0147T21,5,4,4,4,3,16,6.4
US0147,Use ALFRED for emergency notifications about low battery,US0147T22,4,4,4,3,2,23,5.6
US0147,Maintain contact lists and messaging,US0147T23,5,4,5,4,3,10,6.7
US0147,Receive day-and-night rhythm support with agenda reminders,US0147T24,5,4,5,4,3,11,6.7
US0148,View a list of sponsors so that I can thank all the awesome sponsors.,US0148T1,4,3,5,2,2,21,5.3
US0148,View a list of user profiles so that I know who is attending the conference.,US0148T2,4,3,4,2,3,23,5.1
US0148,"Have a dedicated page for each class with details like logo, trainers, location, time, skill level, and registration link.",US0148T3,5,5,5,4,3,1,7.1
US0148,"Clearly mark training options with details such as day and time, title, summary, trainers, location, and registration link.",US0148T4,5,5,5,4,3,2,7.1
US0148,Have a training landing page with an intro section and a list of all training offerings.,US0148T5,5,5,5,4,3,3,7.1
US0148,Provide a link on the home page to a list of training options.,US0148T6,4,4,4,2,2,20,5.4
US0148,Find out where the coding lounge is and what time it is open.,US0148T7,3,3,3,2,2,27,4.2
US0148,See a list of attendees associated with a specific sponsor company.,US0148T8,4,3,4,3,3,22,5.3
US0148,View venue details to get a sense of the location and see the events happening there.,US0148T9,4,4,4,3,3,18,5.7
US0148,See a list of sessions associated with sponsor attendees to engage with sponsors and thought leaders.,US0148T10,5,4,5,4,3,7,6.7
US0148,"See all events, trainings, and summits that a sponsor is sponsoring to engage with sponsors and thought leaders.",US0148T11,5,4,5,4,3,8,6.7
US0148,Sign up for the BADCamp newsletter to stay up to date with the latest communications.,US0148T12,4,3,4,1,2,26,4.8
US0148,Read the blog to stay informed about all the latest happenings with BADCamp.,US0148T13,4,4,5,1,2,19,5.5
US0148,See how many seats are left for the summit to register in-time to reserve a spot.,US0148T14,5,5,5,3,2,6,6.8
US0148,See specific details on summits to determine if they match interests and help with day-of logistics.,US0148T15,5,5,5,4,3,4,7.1
US0148,See a list of all the summits to determine which one to attend.,US0148T16,5,4,5,3,3,11,6.5
US0148,Learn about sponsorship levels to determine the right level for an organization.,US0148T17,4,4,5,2,3,16,5.8
US0148,Learn about posting jobs as a sponsor and contact the sponsorship person for job listings.,US0148T18,4,4,5,3,3,15,6
